"fantasypros_id","player_name","team","passing_att","passing_cmp","passing_yds","passing_tds","passing_ints","rushing_att","rushing_yds","rushing_tds","misc_fl","misc_fpts","pos","year","week","pulled_at","source","player","fp_player_id","fantasypts","weekly_sd","weekly_floor","weekly_ceiling","fp_player_slug","fp_key","weekly_avg","weekly_ecr_rank","weekly_ecr_best_rank","weekly_ecr_worst_rank","weekly_ecr_avg_rank","weekly_ecr_sd_rank","receiving_rec","receiving_yds","receiving_tds","fg","fga","xpt","fpts","sack","int","fr","ff","td","safety","pa","yds_agn","weekly_points_overall_rank","weekly_points_pos_rank"
"16712","Harrison Butker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K",2025,1,"2025-08-31T05:13:56Z","fantasypros","Harrison Butker KC",16712,7.6,NA,NA,NA,"harrison-butker-kc","harrison-butker-kc|K|",7.6,NA,NA,NA,NA,NA,NA,NA,NA,1.7,2,2.5,7.6,NA,NA,NA,NA,NA,NA,NA,NA,165,11
"25354","Chad Ryland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K",2025,1,"2025-08-31T05:13:56Z","fantasypros","Chad Ryland ARI",25354,7.6,NA,NA,NA,"chad-ryland-ari","chad-ryland-ari|K|",7.6,NA,NA,NA,NA,NA,NA,NA,NA,1.7,2,2.5,7.6,NA,NA,NA,NA,NA,NA,NA,NA,166,12
"15756","Ka'imi Fairbairn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K",2025,1,"2025-08-31T05:13:56Z","fantasypros","Ka'imi Fairbairn HOU",15756,7.6,NA,NA,NA,"ka-imi-fairbairn-hou","ka-imi-fairbairn-hou|K|",7.6,NA,NA,NA,NA,NA,NA,NA,NA,1.8,2.1,2.1,7.6,NA,NA,NA,NA,NA,NA,NA,NA,167,13
"27534","Tyler Loop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K",2025,1,"2025-08-31T05:13:56Z","fantasypros","Tyler Loop BAL",27534,7.6,NA,NA,NA,"tyler-loop-bal","tyler-loop-bal|K|",7.6,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.8,2.9,7.6,NA,NA,NA,NA,NA,NA,NA,NA,168,14
"13029","Chris Boswell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K",2025,1,"2025-08-31T05:13:56Z","fantasypros","Chris Boswell PIT",13029,7.5,NA,NA,NA,"chris-boswell-pit","chris-boswell-pit|K|",7.5,NA,NA,NA,NA,NA,NA,NA,NA,1.8,2,2.2,7.5,NA,NA,NA,NA,NA,NA,NA,NA,171,15
"13731","Cairo Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K",2025,1,"2025-08-31T05:13:56Z","fantasypros","Cairo Santos CHI",13731,7.5,NA,NA,NA,"cairo-santos-chi","cairo-santos-chi|K|",7.5,NA,NA,NA,NA,NA,NA,NA,NA,1.8,2.1,2,7.5,NA,NA,NA,NA,NA,NA,NA,NA,172,16
"26341","Will Reichard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K",2025,1,"2025-08-31T05:13:56Z","fantasypros","Will Reichard MIN",26341,7.5,NA,NA,NA,"will-reichard-min","will-reichard-min|K|",7.5,NA,NA,NA,NA,NA,NA,NA,NA,1.7,2.1,2.3,7.5,NA,NA,NA,NA,NA,NA,NA,NA,173,17
"26068","Brandon Aubrey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K",2025,1,"2025-08-31T05:13:56Z","fantasypros","Brandon Aubrey DAL",26068,7.4,NA,NA,NA,"brandon-aubrey-dal","brandon-aubrey-dal|K|",7.4,NA,NA,NA,NA,NA,NA,NA,NA,1.8,2,2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,176,18
"14003","Jason Myers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K",2025,1,"2025-08-31T05:13:56Z","fantasypros","Jason Myers SEA",14003,7.4,NA,NA,NA,"jason-myers-sea","jason-myers-sea|K|",7.4,NA,NA,NA,NA,NA,NA,NA,NA,1.8,2.1,2.1,7.4,NA,NA,NA,NA,NA,NA,NA,NA,177,19
"26478","Joshua Karty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K",2025,1,"2025-08-31T05:13:56Z","fantasypros","Joshua Karty LAR",26478,7.4,NA,NA,NA,"joshua-karty-lar","joshua-karty-lar|K|",7.4,NA,NA,NA,NA,NA,NA,NA,NA,1.7,2,2.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,178,20
"17420","Daniel Carlson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K",2025,1,"2025-08-31T05:13:56Z","fantasypros","Daniel Carlson LV",17420,7.2,NA,NA,NA,"daniel-carlson-lv","daniel-carlson-lv|K|",7.2,NA,NA,NA,NA,NA,NA,NA,NA,1.7,2.1,2.1,7.2,NA,NA,NA,NA,NA,NA,NA,NA,182,21
"16910","Younghoe Koo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K",2025,1,"2025-08-31T05:13:56Z","fantasypros","Younghoe Koo ATL",16910,7,NA,NA,NA,"younghoe-koo-atl","younghoe-koo-atl|K|",7,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.9,2.1,7,NA,NA,NA,NA,NA,NA,NA,NA,189,22
"26763","Spencer Shrader",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K",2025,1,"2025-08-31T05:13:56Z","fantasypros","Spencer Shrader IND",26763,7,NA,NA,NA,"spencer-shrader-ind","spencer-shrader-ind|K|",7,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.9,2,7,NA,NA,NA,NA,NA,NA,NA,NA,190,23
