"player_name","pos","team","rank","ecr","sd","best","worst","player_positions","player_short_name","player_eligibility","player_page_url","player_filename","player_bye_week","player_owned_avg","player_ecr_delta","note","tag","recommendation","pos_rank","r2p_pts","year","pulled_at","source","player","fp_player_id","ros_points","ros_rank","ros_best_rank","ros_worst_rank","ros_avg_rank","ros_sd_rank","ros_ecr_vs_adp","fp_player_slug","team_clean","fp_key","ros_pos_rank"
"Saquon Barkley","RB","PHI",3,3,1.26,2,5,"RB","S. Barkley","RB","https://www.fantasypros.com/nfl/players/saquon-barkley.php","saquon-barkley.php","9",99.8,NA,NA,NA,NA,"RB3","265.2",2025,"2025-09-09T18:09:55Z","fantasypros","Saquon Barkley",17240,NA,3,2,5,NA,1.26,NA,"saquon-barkley","phi","saquon-barkley|RB|phi",3
"Derrick Henry","RB","BAL",4,3.6,1.36,1,5,"RB","D. Henry","RB","https://www.fantasypros.com/nfl/players/derrick-henry.php","derrick-henry.php","7",99.8,NA,NA,NA,NA,"RB4","260.1",2025,"2025-09-09T18:09:55Z","fantasypros","Derrick Henry",15514,NA,4,1,5,NA,1.36,NA,"derrick-henry","bal","derrick-henry|RB|bal",4
"Ashton Jeanty","RB","LV",5,5,1.67,3,8,"RB","A. Jeanty","RB","https://www.fantasypros.com/nfl/players/ashton-jeanty.php","ashton-jeanty.php","8",99.7,-1,NA,NA,NA,"RB5","238.0",2025,"2025-09-09T18:09:55Z","fantasypros","Ashton Jeanty",25989,NA,5,3,8,NA,1.67,NA,"ashton-jeanty","lv","ashton-jeanty|RB|lv",5
"Christian McCaffrey","RB","SF",6,6.6,0.8,6,8,"RB","C. McCaffrey","RB","https://www.fantasypros.com/nfl/players/christian-mccaffrey.php","christian-mccaffrey.php","14",99.8,NA,NA,NA,NA,"RB6","231.2",2025,"2025-09-09T18:09:55Z","fantasypros","Christian McCaffrey",16393,NA,6,6,8,NA,0.8,NA,"christian-mccaffrey","sf","christian-mccaffrey|RB|sf",6
"Jonathan Taylor","RB","IND",7,7.2,1.72,5,10,"RB","J. Taylor","RB","https://www.fantasypros.com/nfl/players/jonathan-taylor.php","jonathan-taylor.php","11",99.6,NA,NA,NA,NA,"RB7","229.5",2025,"2025-09-09T18:09:55Z","fantasypros","Jonathan Taylor",19217,NA,7,5,10,NA,1.72,NA,"jonathan-taylor","ind","jonathan-taylor|RB|ind",7
"Josh Jacobs","RB","GB",8,7.4,1.02,6,9,"RB","J. Jacobs","RB","https://www.fantasypros.com/nfl/players/josh-jacobs.php","josh-jacobs.php","5",99.7,NA,"Josh Jacobs was a bell cow for the Packers in Week 1, playing 88% of the snaps. Rushed 19 times for 66 yards and 1 TD. There is no threat to his touches in this backfield.","buy",NA,"RB8","229.5",2025,"2025-09-09T18:09:55Z","fantasypros","Josh Jacobs",18269,NA,8,6,9,NA,1.02,NA,"josh-jacobs","gb","josh-jacobs|RB|gb",8
"Bucky Irving","RB","TB",9,9.4,1.02,8,11,"RB","B. Irving","RB","https://www.fantasypros.com/nfl/players/bucky-irving.php","bucky-irving.php","9",99.7,-2,NA,NA,NA,"RB9","227.8",2025,"2025-09-09T18:09:55Z","fantasypros","Bucky Irving",25981,NA,9,8,11,NA,1.02,NA,"bucky-irving","tb","bucky-irving|RB|tb",9
"De'Von Achane","RB","MIA",10,10.8,1.94,7,12,"RB","D. Achane","RB","https://www.fantasypros.com/nfl/players/devon-achane.php","devon-achane.php","12",99.7,3,NA,"buy",NA,"RB10","219.3",2025,"2025-09-09T18:09:55Z","fantasypros","De'Von Achane",23136,NA,10,7,12,NA,1.94,NA,"de-von-achane","mia","de-von-achane|RB|mia",10
"Chase Brown","RB","CIN",11,10.8,0.98,9,12,"RB","C. Brown","RB","https://www.fantasypros.com/nfl/players/chase-brown.php","chase-brown.php","10",99.3,NA,NA,NA,NA,"RB11","217.6",2025,"2025-09-09T18:09:55Z","fantasypros","Chase Brown",25324,NA,11,9,12,NA,0.98,NA,"chase-brown","cin","chase-brown|RB|cin",11
"Kyren Williams","RB","LAR",12,11,1.26,10,13,"RB","K. Williams","RB","https://www.fantasypros.com/nfl/players/kyren-williams.php","kyren-williams.php","8",99.5,-2,NA,NA,NA,"RB12","212.5",2025,"2025-09-09T18:09:55Z","fantasypros","Kyren Williams",23059,NA,12,10,13,NA,1.26,NA,"kyren-williams","lar","kyren-williams|RB|lar",12
"James Cook","RB","BUF",13,12.8,2.04,9,15,"RB","J. Cook","RB","https://www.fantasypros.com/nfl/players/james-cook.php","james-cook.php","7",99.4,NA,NA,NA,NA,"RB13","212.5",2025,"2025-09-09T18:09:55Z","fantasypros","James Cook",22958,NA,13,9,15,NA,2.04,NA,"james-cook","buf","james-cook|RB|buf",13
"Omarion Hampton","RB","LAC",14,14,0.89,13,15,"RB","O. Hampton","RB","https://www.fantasypros.com/nfl/players/omarion-hampton.php","omarion-hampton.php","12",98.5,NA,NA,NA,NA,"RB14","188.7",2025,"2025-09-09T18:09:55Z","fantasypros","Omarion Hampton",25395,NA,14,13,15,NA,0.89,NA,"omarion-hampton","lac","omarion-hampton|RB|lac",14
"TreVeyon Henderson","RB","NE",15,16.6,1.62,15,19,"RB","T. Henderson","RB","https://www.fantasypros.com/nfl/players/treveyon-henderson.php","treveyon-henderson.php","14",97,NA,"Henderson led the Pats in rushing yards (25) on just 5 carries. He also caught 6 passes for 24 yards. He only played 35% of the snaps to Stevenson's 65%, but that is going to move in Hendo's favor after Rhamondre's rough Week 1 performance. Henderson is arguably the best player on NE's offense and they will have to keep him involved if they want to start winning games.","buy",NA,"RB15","188.7",2025,"2025-09-09T18:09:55Z","fantasypros","TreVeyon Henderson",23065,NA,15,15,19,NA,1.62,NA,"treveyon-henderson","ne","treveyon-henderson|RB|ne",15
"Breece Hall","RB","NYJ",16,17,2.37,14,21,"RB","B. Hall","RB","https://www.fantasypros.com/nfl/players/breece-hall.php","breece-hall.php","9",97.6,NA,NA,"buy",NA,"RB16","187.0",2025,"2025-09-09T18:09:55Z","fantasypros","Breece Hall",22982,NA,16,14,21,NA,2.37,NA,"breece-hall","nyj","breece-hall|RB|nyj",16
"Kenneth Walker III","RB","SEA",17,18.4,3.83,14,23,"RB","K. Walker III","RB","https://www.fantasypros.com/nfl/players/kenneth-walker-rb.php","kenneth-walker-rb.php","8",97.8,NA,NA,NA,NA,"RB17","187.0",2025,"2025-09-09T18:09:55Z","fantasypros","Kenneth Walker III",23021,NA,17,14,23,NA,3.83,NA,"kenneth-walker","sea","kenneth-walker|RB|sea",17
"Chuba Hubbard","RB","CAR",18,19,1.9,17,22,"RB","C. Hubbard","RB","https://www.fantasypros.com/nfl/players/chuba-hubbard.php","chuba-hubbard.php","14",98.3,-6,NA,NA,NA,"RB18","181.9",2025,"2025-09-09T18:09:55Z","fantasypros","Chuba Hubbard",19792,NA,18,17,22,NA,1.9,NA,"chuba-hubbard","car","chuba-hubbard|RB|car",18
"James Conner","RB","ARI",19,19.2,2.71,14,21,"RB","J. Conner","RB","https://www.fantasypros.com/nfl/players/james-conner.php","james-conner.php","8",97.1,NA,"The Cardinals' backfield shifted from a true bell cow toward a 1A/1B in Week 1. James Conner still led usage, but Trey Benson brought the juice and chunk gains. Conner finished with 12 carries for 39 yards (3.3 YPC); 4 targets, 4-5, and a TD. Played 65% snaps,= with 16 touches.
The box score was saved by receiving TD; as the rushing efficiency lagged in a plus matchup. Age/volume profile + Benson's emergence makes Conner a sell-high candidate (although after Week 2 might also be advised given the matchup versus Carolina).","sell",NA,"RB19","178.5",2025,"2025-09-09T18:09:55Z","fantasypros","James Conner",16447,NA,19,14,21,NA,2.71,NA,"james-conner","ari","james-conner|RB|ari",19
"Alvin Kamara","RB","NO",20,19.2,1.17,17,20,"RB","A. Kamara","RB","https://www.fantasypros.com/nfl/players/alvin-kamara.php","alvin-kamara.php","11",98.7,4,NA,NA,NA,"RB20","178.5",2025,"2025-09-09T18:09:55Z","fantasypros","Alvin Kamara",16421,NA,20,17,20,NA,1.17,NA,"alvin-kamara","no","alvin-kamara|RB|no",20
"RJ Harvey","RB","DEN",21,19.6,2.06,17,22,"RB","RJ Harvey","RB","https://www.fantasypros.com/nfl/players/rj-harvey.php","rj-harvey.php","12",94.3,5,NA,NA,NA,"RB21","175.1",2025,"2025-09-09T18:09:55Z","fantasypros","RJ Harvey",27142,NA,21,17,22,NA,2.06,NA,"rj-harvey","den","rj-harvey|RB|den",21
"Tony Pollard","RB","TEN",22,21.4,2.8,18,24,"RB","T. Pollard","RB","https://www.fantasypros.com/nfl/players/tony-pollard.php","tony-pollard.php","10",93.9,NA,NA,NA,NA,"RB22","173.4",2025,"2025-09-09T18:09:55Z","fantasypros","Tony Pollard",18705,NA,22,18,24,NA,2.8,NA,"tony-pollard","ten","tony-pollard|RB|ten",22
"David Montgomery","RB","DET",23,24.8,1.47,22,26,"RB","D. Montgomery","RB","https://www.fantasypros.com/nfl/players/david-montgomery.php","david-montgomery.php","8",96.3,NA,NA,NA,NA,"RB23","166.6",2025,"2025-09-09T18:09:55Z","fantasypros","David Montgomery",18239,NA,23,22,26,NA,1.47,NA,"david-montgomery","det","david-montgomery|RB|det",23
"Isiah Pacheco","RB","KC",24,25.4,3.56,22,32,"RB","I. Pacheco","RB","https://www.fantasypros.com/nfl/players/isiah-pacheco.php","isiah-pacheco.php","10",95.1,NA,NA,NA,NA,"RB24","161.5",2025,"2025-09-09T18:09:55Z","fantasypros","Isiah Pacheco",24333,NA,24,22,32,NA,3.56,NA,"isiah-pacheco","kc","isiah-pacheco|RB|kc",24
"D'Andre Swift","RB","CHI",25,25.8,2.79,21,29,"RB","D. Swift","RB","https://www.fantasypros.com/nfl/players/dandre-swift.php","dandre-swift.php","5",94.5,-3,NA,NA,NA,"RB25","153.0",2025,"2025-09-09T18:09:55Z","fantasypros","D'Andre Swift",19210,NA,25,21,29,NA,2.79,NA,"d-andre-swift","chi","d-andre-swift|RB|chi",25
"Aaron Jones Sr.","RB","MIN",26,26.2,1.17,24,27,"RB","A. Jones Sr.","RB","https://www.fantasypros.com/nfl/players/aaron-jones.php","aaron-jones.php","6",93.8,NA,NA,NA,NA,"RB26","151.3",2025,"2025-09-09T18:09:55Z","fantasypros","Aaron Jones Sr.",16673,NA,26,24,27,NA,1.17,NA,"aaron-jones","min","aaron-jones|RB|min",26
"Travis Etienne Jr.","RB","JAC",27,26.4,6.65,17,34,"RB","T. Etienne Jr.","RB","https://www.fantasypros.com/nfl/players/travis-etienne.php","travis-etienne.php","8",85.6,NA,NA,"buy",NA,"RB27","147.9",2025,"2025-09-09T18:09:55Z","fantasypros","Travis Etienne Jr.",19231,NA,27,17,34,NA,6.65,NA,"travis-etienne","jac","travis-etienne|RB|jac",27
"Jordan Mason","RB","MIN",28,26.6,3.38,20,29,"RB","J. Mason","RB","https://www.fantasypros.com/nfl/players/jordan-mason.php","jordan-mason.php","6",82,NA,NA,NA,NA,"RB28","139.4",2025,"2025-09-09T18:09:55Z","fantasypros","Jordan Mason",22969,NA,28,20,29,NA,3.38,NA,"jordan-mason","min","jordan-mason|RB|min",28
"Zach Charbonnet","RB","SEA",29,29.8,0.98,28,31,"RB","Z. Charbonnet","RB","https://www.fantasypros.com/nfl/players/zach-charbonnet.php","zach-charbonnet.php","8",79.5,NA,NA,NA,NA,"RB29","132.6",2025,"2025-09-09T18:09:55Z","fantasypros","Zach Charbonnet",23152,NA,29,28,31,NA,0.98,NA,"zach-charbonnet","sea","zach-charbonnet|RB|sea",29
"Jacory Croskey-Merritt","RB","WAS",30,30,3.22,25,35,"RB","J. Croskey-Merritt","RB","https://www.fantasypros.com/nfl/players/jacory-croskeymerritt.php","jacory-croskeymerritt.php","12",78.8,NA,NA,NA,NA,"RB30","127.5",2025,"2025-09-09T18:09:55Z","fantasypros","Jacory Croskey-Merritt",27316,NA,30,25,35,NA,3.22,NA,"jacory-croskey-merritt","was","jacory-croskey-merritt|RB|was",30
"Tyrone Tracy Jr.","RB","NYG",31,30.6,1.62,28,33,"RB","T. Tracy Jr.","RB","https://www.fantasypros.com/nfl/players/tyrone-tracy-jr.php","tyrone-tracy-jr.php","14",91.1,NA,"Tracy got the ideal snap share for the Giants in Week 1 (74%) but made nothing of his opportunities, totaling just 35 scoreless yards on 12 touches. He lost a red-zone attempt to rookie Cam Skattebo and matched the rookie in receiving production despite three more targets (5 vs 2). He also had a ball security issue yet again (it was eventually ruled incomplete). I want out of the Tracy business before his value completely bottoms out.","sell",NA,"RB31","122.4",2025,"2025-09-09T18:09:55Z","fantasypros","Tyrone Tracy Jr.",22980,NA,31,28,33,NA,1.62,NA,"tyrone-tracy","nyg","tyrone-tracy|RB|nyg",31
"Kaleb Johnson","RB","PIT",32,31,4.24,25,36,"RB","K. Johnson","RB","https://www.fantasypros.com/nfl/players/kaleb-johnson-rb.php","kaleb-johnson-rb.php","5",87.8,NA,"Classic Arthur Smith. Draft a rookie RB perfectly suited for your scheme just to play Kenneth Gainwell as your lead back. But based on how ineffective the Steelers' run game was in Week 1 (2.7 yards per rush), I think the Steelers have to find a way to get Kaleb Johnson more involved moving forward. Buy low or scoop him up off waivers if he gets dropped this week.","buy",NA,"RB32","120.7",2025,"2025-09-09T18:09:55Z","fantasypros","Kaleb Johnson",27165,NA,32,25,36,NA,4.24,NA,"kaleb-johnson","pit","kaleb-johnson|RB|pit",32
"Javonte Williams","RB","DAL",33,33.2,2.93,28,36,"RB","J. Williams","RB","https://www.fantasypros.com/nfl/players/javonte-williams.php","javonte-williams.php","10",80.1,NA,NA,NA,NA,"RB33","117.3",2025,"2025-09-09T18:09:55Z","fantasypros","Javonte Williams",22739,NA,33,28,36,NA,2.93,NA,"javonte-williams","dal","javonte-williams|RB|dal",33
"J.K. Dobbins","RB","DEN",34,33.8,4.12,31,42,"RB","J.K. Dobbins","RB","https://www.fantasypros.com/nfl/players/jk-dobbins.php","jk-dobbins.php","12",86,NA,"J.K. Dobbins started for the Broncos in Week 1 and was the volume leader: 16 carries, 63 yards (3.9 YPC), with 1 red-zone TD.
But he played just a 53% snap share (40 snaps). His rushing success rate ~31%","sell",NA,"RB34","115.6",2025,"2025-09-09T18:09:55Z","fantasypros","J.K. Dobbins",19245,NA,34,31,42,NA,4.12,NA,"j-k-dobbins","den","j-k-dobbins|RB|den",34
"Jaylen Warren","RB","PIT",35,35.6,5.78,29,46,"RB","J. Warren","RB","https://www.fantasypros.com/nfl/players/jaylen-warren.php","jaylen-warren.php","5",89.2,NA,NA,NA,NA,"RB35","113.9",2025,"2025-09-09T18:09:55Z","fantasypros","Jaylen Warren",24209,NA,35,29,46,NA,5.78,NA,"jaylen-warren","pit","jaylen-warren|RB|pit",35
"Braelon Allen","RB","NYJ",36,36.4,1.5,34,38,"RB","B. Allen","RB","https://www.fantasypros.com/nfl/players/braelon-allen.php","braelon-allen.php","9",56,NA,NA,NA,NA,"RB36","112.2",2025,"2025-09-09T18:09:55Z","fantasypros","Braelon Allen",24346,NA,36,34,38,NA,1.5,NA,"braelon-allen","nyj","braelon-allen|RB|nyj",36
"Austin Ekeler","RB","WAS",37,39.8,2.14,37,43,"RB","A. Ekeler","RB","https://www.fantasypros.com/nfl/players/austin-ekeler.php","austin-ekeler.php","12",77.6,4,NA,NA,NA,"RB37","112.2",2025,"2025-09-09T18:09:55Z","fantasypros","Austin Ekeler",16483,NA,37,37,43,NA,2.14,NA,"austin-ekeler","was","austin-ekeler|RB|was",37
"Trey Benson","RB","ARI",38,40,4.52,33,46,"RB","T. Benson","RB","https://www.fantasypros.com/nfl/players/trey-benson.php","trey-benson.php","8",48.3,NA,NA,NA,NA,"RB38","110.5",2025,"2025-09-09T18:09:55Z","fantasypros","Trey Benson",25388,NA,38,33,46,NA,4.52,NA,"trey-benson","ari","trey-benson|RB|ari",38
"Bhayshul Tuten","RB","JAC",39,40,3.16,34,43,"RB","B. Tuten","RB","https://www.fantasypros.com/nfl/players/bhayshul-tuten.php","bhayshul-tuten.php","8",46.2,7,"The Tank Bigbsy trade opens up the door for 4th-round rookie, Bhayshul Tuten, to carve out a larger role in the Jaguars' offense over the rest of the season.","buy",NA,"RB39","105.4",2025,"2025-09-09T18:09:55Z","fantasypros","Bhayshul Tuten",27297,NA,39,34,43,NA,3.16,NA,"bhayshul-tuten","jac","bhayshul-tuten|RB|jac",39
"Dylan Sampson","RB","CLE",40,40.4,4.84,35,48,"RB","D. Sampson","RB","https://www.fantasypros.com/nfl/players/dylan-sampson.php","dylan-sampson.php","9",43.4,NA,NA,"buy",NA,"RB40","102.0",2025,"2025-09-09T18:09:55Z","fantasypros","Dylan Sampson",27102,NA,40,35,48,NA,4.84,NA,"dylan-sampson","cle","dylan-sampson|RB|cle",40
"Cam Skattebo","RB","NYG",41,41.8,3.49,39,47,"RB","C. Skattebo","RB","https://www.fantasypros.com/nfl/players/cam-skattebo.php","cam-skattebo.php","14",77.7,-5,NA,NA,NA,"RB41","102.0",2025,"2025-09-09T18:09:55Z","fantasypros","Cam Skattebo",27166,NA,41,39,47,NA,3.49,NA,"cam-skattebo","nyg","cam-skattebo|RB|nyg",41
"Nick Chubb","RB","HOU",42,42.4,2.5,40,47,"RB","N. Chubb","RB","https://www.fantasypros.com/nfl/players/nick-chubb.php","nick-chubb.php","6",74.5,-5,"Led the backfield with a 51% snap share and looked strong despite Houston's offensive line struggles. 13 carries, 60 yards (4.6 YPC), forcing 7 missed tackles per NFL Next Gen stats.","buy",NA,"RB42","100.3",2025,"2025-09-09T18:09:55Z","fantasypros","Nick Chubb",17246,NA,42,40,47,NA,2.5,NA,"nick-chubb","hou","nick-chubb|RB|hou",42
"Rhamondre Stevenson","RB","NE",43,42.6,2.06,39,45,"RB","R. Stevenson","RB","https://www.fantasypros.com/nfl/players/rhamondre-stevenson.php","rhamondre-stevenson.php","14",73.1,-4,NA,NA,NA,"RB43","98.6",2025,"2025-09-09T18:09:55Z","fantasypros","Rhamondre Stevenson",22726,NA,43,39,45,NA,2.06,NA,"rhamondre-stevenson","ne","rhamondre-stevenson|RB|ne",43
"Brian Robinson Jr.","RB","SF",44,44,7.43,35,53,"RB","B. Robinson Jr.","RB","https://www.fantasypros.com/nfl/players/brian-robinson-jr.php","brian-robinson-jr.php","14",67.9,NA,NA,NA,NA,"RB44","96.9",2025,"2025-09-09T18:09:55Z","fantasypros","Brian Robinson Jr.",20094,NA,44,35,53,NA,7.43,NA,"brian-robinson","sf","brian-robinson|RB|sf",44
"Tank Bigsby","RB","PHI",45,45,6.57,36,54,"RB","T. Bigsby","RB","https://www.fantasypros.com/nfl/players/tank-bigsby.php","tank-bigsby.php","9",70.3,NA,NA,NA,NA,"RB45","96.9",2025,"2025-09-09T18:09:55Z","fantasypros","Tank Bigsby",22908,NA,45,36,54,NA,6.57,NA,"tank-bigsby","phi","tank-bigsby|RB|phi",45
"Najee Harris","RB","LAC",46,46,1.9,44,49,"RB","N. Harris","RB","https://www.fantasypros.com/nfl/players/najee-harris-rb.php","najee-harris-rb.php","12",49.5,NA,NA,NA,NA,"RB46","91.8",2025,"2025-09-09T18:09:55Z","fantasypros","Najee Harris",19302,NA,46,44,49,NA,1.9,NA,"najee-harris","lac","najee-harris|RB|lac",46
"Ollie Gordon II","RB","MIA",47,47.2,7.14,38,57,"RB","O. Gordon II","RB","https://www.fantasypros.com/nfl/players/ollie-gordon.php","ollie-gordon.php","12",48,NA,NA,NA,NA,"RB47","91.8",2025,"2025-09-09T18:09:55Z","fantasypros","Ollie Gordon II",25984,NA,47,38,57,NA,7.14,NA,"ollie-gordon","mia","ollie-gordon|RB|mia",47
"Jerome Ford","RB","CLE",48,48.4,3.01,45,52,"RB","J. Ford","RB","https://www.fantasypros.com/nfl/players/jerome-ford.php","jerome-ford.php","9",55.6,NA,NA,"sell",NA,"RB48","90.1",2025,"2025-09-09T18:09:55Z","fantasypros","Jerome Ford",22921,NA,48,45,52,NA,3.01,NA,"jerome-ford","cle","jerome-ford|RB|cle",48
"Ray Davis","RB","BUF",49,49,1.26,47,51,"RB","R. Davis","RB","https://www.fantasypros.com/nfl/players/ray-davis.php","ray-davis.php","7",30.3,NA,NA,NA,NA,"RB49","90.1",2025,"2025-09-09T18:09:55Z","fantasypros","Ray Davis",26191,NA,49,47,51,NA,1.26,NA,"ray-davis","buf","ray-davis|RB|buf",49
"Tyler Allgeier","RB","ATL",50,49.6,2.65,45,53,"RB","T. Allgeier","RB","https://www.fantasypros.com/nfl/players/tyler-allgeier.php","tyler-allgeier.php","5",36.6,NA,NA,NA,NA,"RB50","86.7",2025,"2025-09-09T18:09:55Z","fantasypros","Tyler Allgeier",24172,NA,50,45,53,NA,2.65,NA,"tyler-allgeier","atl","tyler-allgeier|RB|atl",50
"Jaydon Blue","RB","DAL",51,52.6,3.61,46,57,"RB","J. Blue","RB","https://www.fantasypros.com/nfl/players/jaydon-blue.php","jaydon-blue.php","10",44.6,NA,NA,NA,NA,"RB51","86.7",2025,"2025-09-09T18:09:55Z","fantasypros","Jaydon Blue",24344,NA,51,46,57,NA,3.61,NA,"jaydon-blue","dal","jaydon-blue|RB|dal",51
"Rachaad White","RB","TB",52,53,4.1,48,60,"RB","R. White","RB","https://www.fantasypros.com/nfl/players/rachaad-white.php","rachaad-white.php","9",51.1,NA,NA,NA,NA,"RB52","85.0",2025,"2025-09-09T18:09:55Z","fantasypros","Rachaad White",23891,NA,52,48,60,NA,4.1,NA,"rachaad-white","tb","rachaad-white|RB|tb",52
"Joe Mixon","RB","HOU",53,54.4,5.57,45,59,"RB","J. Mixon","RB","https://www.fantasypros.com/nfl/players/joe-mixon.php","joe-mixon.php","6",76.1,-8,NA,NA,NA,"RB53","81.6",2025,"2025-09-09T18:09:55Z","fantasypros","Joe Mixon",16420,NA,53,45,59,NA,5.57,NA,"joe-mixon","hou","joe-mixon|RB|hou",53
"Tyjae Spears","RB","TEN",54,54.8,3.06,50,59,"RB","T. Spears","RB","https://www.fantasypros.com/nfl/players/tyjae-spears.php","tyjae-spears.php","10",40.7,NA,NA,NA,NA,"RB54","81.6",2025,"2025-09-09T18:09:55Z","fantasypros","Tyjae Spears",25323,NA,54,50,59,NA,3.06,NA,"tyjae-spears","ten","tyjae-spears|RB|ten",54
"Kyle Monangai","RB","CHI",55,57.4,4.72,52,66,"RB","K. Monangai","RB","https://www.fantasypros.com/nfl/players/kyle-monangai.php","kyle-monangai.php","5",9.3,NA,NA,NA,NA,"RB55","78.2",2025,"2025-09-09T18:09:55Z","fantasypros","Kyle Monangai",27131,NA,55,52,66,NA,4.72,NA,"kyle-monangai","chi","kyle-monangai|RB|chi",55
"Quinshon Judkins","RB","CLE",56,45.5,6.8,40,57,"RB","Q. Judkins","RB","https://www.fantasypros.com/nfl/players/quinshon-judkins.php","quinshon-judkins.php","9",64,NA,NA,NA,NA,"RB56","76.5",2025,"2025-09-09T18:09:55Z","fantasypros","Quinshon Judkins",25391,NA,56,40,57,NA,6.8,NA,"quinshon-judkins","cle","quinshon-judkins|RB|cle",56
"DJ Giddens","RB","IND",57,58.6,3.5,52,61,"RB","DJ Giddens","RB","https://www.fantasypros.com/nfl/players/dj-giddens.php","dj-giddens.php","11",5.3,NA,NA,NA,NA,"RB57","73.1",2025,"2025-09-09T18:09:55Z","fantasypros","DJ Giddens",27097,NA,57,52,61,NA,3.5,NA,"dj-giddens","ind","dj-giddens|RB|ind",57
"Will Shipley","RB","PHI",58,58.6,2.15,56,62,"RB","W. Shipley","RB","https://www.fantasypros.com/nfl/players/will-shipley.php","will-shipley.php","9",15.6,6,NA,NA,NA,"RB58","71.4",2025,"2025-09-09T18:09:55Z","fantasypros","Will Shipley",22930,NA,58,56,62,NA,2.15,NA,"will-shipley","phi","will-shipley|RB|phi",58
"Blake Corum","RB","LAR",59,59.8,2.79,55,63,"RB","B. Corum","RB","https://www.fantasypros.com/nfl/players/blake-corum.php","blake-corum.php","8",9.9,NA,NA,NA,NA,"RB59","68.0",2025,"2025-09-09T18:09:55Z","fantasypros","Blake Corum",23013,NA,59,55,63,NA,2.79,NA,"blake-corum","lar","blake-corum|RB|lar",59
"Chris Rodriguez Jr.","RB","WAS",60,60.8,8.42,50,75,"RB","C. Rodriguez Jr.","RB","https://www.fantasypros.com/nfl/players/chris-rodriguez-jr.php","chris-rodriguez-jr.php","12",9.1,7,NA,NA,NA,"RB60","68.0",2025,"2025-09-09T18:09:55Z","fantasypros","Chris Rodriguez Jr.",22986,NA,60,50,75,NA,8.42,NA,"chris-rodriguez","was","chris-rodriguez|RB|was",60
"Woody Marks","RB","HOU",61,62.8,5.88,55,73,"RB","W. Marks","RB","https://www.fantasypros.com/nfl/players/woody-marks.php","woody-marks.php","6",14.4,NA,NA,NA,NA,"RB61","66.3",2025,"2025-09-09T18:09:55Z","fantasypros","Woody Marks",27520,NA,61,55,73,NA,5.88,NA,"woody-marks","hou","woody-marks|RB|hou",61
"Rico Dowdle","RB","CAR",62,53.75,4.6,48,60,"RB","R. Dowdle","RB","https://www.fantasypros.com/nfl/players/rico-dowdle.php","rico-dowdle.php","14",18.7,NA,NA,NA,NA,"RB62","64.6",2025,"2025-09-09T18:09:55Z","fantasypros","Rico Dowdle",19647,NA,62,48,60,NA,4.6,NA,"rico-dowdle","car","rico-dowdle|RB|car",62
"Kareem Hunt","RB","KC",63,67.2,7.47,55,78,"RB","K. Hunt","RB","https://www.fantasypros.com/nfl/players/kareem-hunt.php","kareem-hunt.php","10",18.9,NA,NA,NA,NA,"RB63","62.9",2025,"2025-09-09T18:09:55Z","fantasypros","Kareem Hunt",16425,NA,63,55,78,NA,7.47,NA,"kareem-hunt","kc","kareem-hunt|RB|kc",63
"Roschon Johnson","RB","CHI",64,69.4,7.76,56,77,"RB","R. Johnson","RB","https://www.fantasypros.com/nfl/players/roschon-johnson.php","roschon-johnson.php","5",7.9,-13,NA,NA,NA,"RB64","61.2",2025,"2025-09-09T18:09:55Z","fantasypros","Roschon Johnson",25322,NA,64,56,77,NA,7.76,NA,"roschon-johnson","chi","roschon-johnson|RB|chi",64
"Isaac Guerendo","RB","SF",65,69.6,6.8,59,77,"RB","I. Guerendo","RB","https://www.fantasypros.com/nfl/players/isaac-guerendo.php","isaac-guerendo.php","14",13.7,NA,NA,NA,NA,"RB65","57.8",2025,"2025-09-09T18:09:55Z","fantasypros","Isaac Guerendo",26392,NA,65,59,77,NA,6.8,NA,"isaac-guerendo","sf","isaac-guerendo|RB|sf",65
"Kendre Miller","RB","NO",66,63.75,1.3,63,66,"RB","K. Miller","RB","https://www.fantasypros.com/nfl/players/kendre-miller.php","kendre-miller.php","11",6.4,NA,NA,NA,NA,"RB66","56.1",2025,"2025-09-09T18:09:55Z","fantasypros","Kendre Miller",24360,NA,66,63,66,NA,1.3,NA,"kendre-miller","no","kendre-miller|RB|no",66
"Keaton Mitchell","RB","BAL",67,64,5.48,58,72,"RB","K. Mitchell","RB","https://www.fantasypros.com/nfl/players/keaton-mitchell.php","keaton-mitchell.php","7",5.7,NA,NA,NA,NA,"RB67","52.7",2025,"2025-09-09T18:09:55Z","fantasypros","Keaton Mitchell",25360,NA,67,58,72,NA,5.48,NA,"keaton-mitchell","bal","keaton-mitchell|RB|bal",67
"Tahj Brooks","RB","CIN",68,64.5,1.5,63,67,"RB","T. Brooks","RB","https://www.fantasypros.com/nfl/players/tahj-brooks.php","tahj-brooks.php","10",3.3,8,NA,NA,NA,"RB68","52.7",2025,"2025-09-09T18:09:55Z","fantasypros","Tahj Brooks",26212,NA,68,63,67,NA,1.5,NA,"tahj-brooks","cin","tahj-brooks|RB|cin",68
