"player_name","pos","team","rank","ecr","sd","best","worst","player_positions","player_short_name","player_eligibility","player_page_url","player_filename","player_bye_week","player_owned_avg","player_ecr_delta","note","tag","recommendation","pos_rank","r2p_pts","year","pulled_at","source","player","fp_player_id","ros_points","ros_rank","ros_best_rank","ros_worst_rank","ros_avg_rank","ros_sd_rank","ros_ecr_vs_adp","fp_player_slug","team_clean","fp_key","ros_pos_rank"
"Joe Burrow","QB","CIN",5,4.6,0.8,3,5,"QB","J. Burrow","QB","https://www.fantasypros.com/nfl/players/joe-burrow.php","joe-burrow.php","10",99.7,NA,NA,NA,NA,"QB5","345.1",2025,"2025-09-09T18:09:55Z","fantasypros","Joe Burrow",19196,NA,5,3,5,NA,0.8,NA,"joe-burrow","cin","joe-burrow|QB|cin",5
"Patrick Mahomes II","QB","KC",6,8.2,2.64,6,13,"QB","P. Mahomes II","QB","https://www.fantasypros.com/nfl/players/patrick-mahomes.php","patrick-mahomes.php","10",98.9,NA,NA,NA,NA,"QB6","323.0",2025,"2025-09-09T18:09:55Z","fantasypros","Patrick Mahomes II",16413,NA,6,6,13,NA,2.64,NA,"patrick-mahomes","kc","patrick-mahomes|QB|kc",6
"Baker Mayfield","QB","TB",7,8.8,2.48,6,12,"QB","B. Mayfield","QB","https://www.fantasypros.com/nfl/players/baker-mayfield.php","baker-mayfield.php","9",97.6,NA,NA,NA,NA,"QB7","321.3",2025,"2025-09-09T18:09:55Z","fantasypros","Baker Mayfield",17237,NA,7,6,12,NA,2.48,NA,"baker-mayfield","tb","baker-mayfield|QB|tb",7
"Justin Herbert","QB","LAC",8,9,0.63,8,10,"QB","J. Herbert","QB","https://www.fantasypros.com/nfl/players/justin-herbert.php","justin-herbert.php","12",87.6,2,NA,NA,NA,"QB8","314.5",2025,"2025-09-09T18:09:55Z","fantasypros","Justin Herbert",18635,NA,8,8,10,NA,0.63,NA,"justin-herbert","lac","justin-herbert|QB|lac",8
"Justin Fields","QB","NYJ",9,9.2,1.94,7,12,"QB","J. Fields","QB","https://www.fantasypros.com/nfl/players/justin-fields.php","justin-fields.php","9",70.5,4,NA,NA,NA,"QB9","311.1",2025,"2025-09-09T18:09:55Z","fantasypros","Justin Fields",19781,NA,9,7,12,NA,1.94,NA,"justin-fields","nyj","justin-fields|QB|nyj",9
"Bo Nix","QB","DEN",10,10.6,1.74,8,13,"QB","Bo Nix","QB","https://www.fantasypros.com/nfl/players/bo-nix.php","bo-nix.php","12",96.3,-3,NA,NA,NA,"QB10","307.7",2025,"2025-09-09T18:09:55Z","fantasypros","Bo Nix",22910,NA,10,8,13,NA,1.74,NA,"bo-nix","den","bo-nix|QB|den",10
"Dak Prescott","QB","DAL",11,11.8,4.53,6,17,"QB","D. Prescott","QB","https://www.fantasypros.com/nfl/players/dak-prescott.php","dak-prescott.php","10",86.8,-3,NA,NA,NA,"QB11","306.0",2025,"2025-09-09T18:09:55Z","fantasypros","Dak Prescott",15600,NA,11,6,17,NA,4.53,NA,"dak-prescott","dal","dak-prescott|QB|dal",11
"Kyler Murray","QB","ARI",12,12.2,2.48,8,15,"QB","K. Murray","QB","https://www.fantasypros.com/nfl/players/kyler-murray.php","kyler-murray.php","8",92.5,NA,NA,NA,NA,"QB12","299.2",2025,"2025-09-09T18:09:55Z","fantasypros","Kyler Murray",18600,NA,12,8,15,NA,2.48,NA,"kyler-murray","ari","kyler-murray|QB|ari",12
"Brock Purdy","QB","SF",13,13.4,4.13,7,19,"QB","B. Purdy","QB","https://www.fantasypros.com/nfl/players/brock-purdy.php","brock-purdy.php","14",91.5,2,NA,NA,NA,"QB13","292.4",2025,"2025-09-09T18:09:55Z","fantasypros","Brock Purdy",19797,NA,13,7,19,NA,4.13,NA,"brock-purdy","sf","brock-purdy|QB|sf",13
"Drake Maye","QB","NE",14,13.6,3.72,8,18,"QB","D. Maye","QB","https://www.fantasypros.com/nfl/players/drake-maye.php","drake-maye.php","14",77.9,NA,NA,NA,NA,"QB14","283.9",2025,"2025-09-09T18:09:55Z","fantasypros","Drake Maye",23046,NA,14,8,18,NA,3.72,NA,"drake-maye","ne","drake-maye|QB|ne",14
"Jordan Love","QB","GB",15,14.2,2.48,11,18,"QB","J. Love","QB","https://www.fantasypros.com/nfl/players/jordan-love.php","jordan-love.php","5",71.9,NA,NA,NA,NA,"QB15","282.2",2025,"2025-09-09T18:09:55Z","fantasypros","Jordan Love",19246,NA,15,11,18,NA,2.48,NA,"jordan-love","gb","jordan-love|QB|gb",15
"J.J. McCarthy","QB","MIN",16,15.8,4.35,8,21,"QB","J.J. McCarthy","QB","https://www.fantasypros.com/nfl/players/jj-mccarthy.php","jj-mccarthy.php","6",66,NA,NA,NA,NA,"QB16","280.5",2025,"2025-09-09T18:09:55Z","fantasypros","J.J. McCarthy",23018,NA,16,8,21,NA,4.35,NA,"j-j-mccarthy","min","j-j-mccarthy|QB|min",16
"Jared Goff","QB","DET",17,16.4,3.26,12,21,"QB","J. Goff","QB","https://www.fantasypros.com/nfl/players/jared-goff.php","jared-goff.php","8",81.4,-3,NA,NA,NA,"QB17","280.5",2025,"2025-09-09T18:09:55Z","fantasypros","Jared Goff",15501,NA,17,12,21,NA,3.26,NA,"jared-goff","det","jared-goff|QB|det",17
"Caleb Williams","QB","CHI",18,17.2,3.31,13,22,"QB","C. Williams","QB","https://www.fantasypros.com/nfl/players/caleb-williams.php","caleb-williams.php","5",73.1,NA,NA,NA,NA,"QB18","273.7",2025,"2025-09-09T18:09:55Z","fantasypros","Caleb Williams",23084,NA,18,13,22,NA,3.31,NA,"caleb-williams","chi","caleb-williams|QB|chi",18
"C.J. Stroud","QB","HOU",19,17.6,1.96,15,21,"QB","C.J. Stroud","QB","https://www.fantasypros.com/nfl/players/cj-stroud.php","cj-stroud.php","6",73.7,NA,NA,NA,NA,"QB19","272.0",2025,"2025-09-09T18:09:55Z","fantasypros","C.J. Stroud",23071,NA,19,15,21,NA,1.96,NA,"c-j-stroud","hou","c-j-stroud|QB|hou",19
"Trevor Lawrence","QB","JAC",20,18.2,1.94,16,21,"QB","T. Lawrence","QB","https://www.fantasypros.com/nfl/players/trevor-lawrence.php","trevor-lawrence.php","8",45.2,NA,NA,NA,NA,"QB20","270.3",2025,"2025-09-09T18:09:55Z","fantasypros","Trevor Lawrence",19780,NA,20,16,21,NA,1.94,NA,"trevor-lawrence","jac","trevor-lawrence|QB|jac",20
"Geno Smith","QB","LV",21,22,1.67,20,24,"QB","G. Smith","QB","https://www.fantasypros.com/nfl/players/geno-smith.php","geno-smith.php","8",16.1,3,NA,NA,NA,"QB21","268.6",2025,"2025-09-09T18:09:55Z","fantasypros","Geno Smith",11687,NA,21,20,24,NA,1.67,NA,"geno-smith","lv","geno-smith|QB|lv",21
"Michael Penix Jr.","QB","ATL",22,22,1.1,20,23,"QB","M. Penix Jr.","QB","https://www.fantasypros.com/nfl/players/michael-penix-jr.php","michael-penix-jr.php","5",29.3,NA,NA,NA,NA,"QB22","266.9",2025,"2025-09-09T18:09:55Z","fantasypros","Michael Penix Jr.",22973,NA,22,20,23,NA,1.1,NA,"michael-penix","atl","michael-penix|QB|atl",22
"Bryce Young","QB","CAR",23,23.2,1.94,20,25,"QB","B. Young","QB","https://www.fantasypros.com/nfl/players/bryce-young.php","bryce-young.php","14",24.1,NA,NA,NA,NA,"QB23","263.5",2025,"2025-09-09T18:09:55Z","fantasypros","Bryce Young",22900,NA,23,20,25,NA,1.94,NA,"bryce-young","car","bryce-young|QB|car",23
"Matthew Stafford","QB","LAR",24,23.6,2.06,21,27,"QB","M. Stafford","QB","https://www.fantasypros.com/nfl/players/matthew-stafford.php","matthew-stafford.php","8",29.4,NA,NA,NA,NA,"QB24","261.8",2025,"2025-09-09T18:09:55Z","fantasypros","Matthew Stafford",9451,NA,24,21,27,NA,2.06,NA,"matthew-stafford","lar","matthew-stafford|QB|lar",24
"Tua Tagovailoa","QB","MIA",25,25.2,2.99,20,29,"QB","T. Tagovailoa","QB","https://www.fantasypros.com/nfl/players/tua-tagovailoa.php","tua-tagovailoa.php","12",29.4,-5,NA,NA,NA,"QB25","256.7",2025,"2025-09-09T18:09:55Z","fantasypros","Tua Tagovailoa",19198,NA,25,20,29,NA,2.99,NA,"tua-tagovailoa","mia","tua-tagovailoa|QB|mia",25
"Cam Ward","QB","TEN",26,26.6,0.8,26,28,"QB","C. Ward","QB","https://www.fantasypros.com/nfl/players/cam-ward.php","cam-ward.php","10",32.1,NA,NA,NA,NA,"QB26","253.3",2025,"2025-09-09T18:09:55Z","fantasypros","Cam Ward",24755,NA,26,26,28,NA,0.8,NA,"cam-ward","ten","cam-ward|QB|ten",26
"Sam Darnold","QB","SEA",27,27.4,1.02,26,29,"QB","S. Darnold","QB","https://www.fantasypros.com/nfl/players/sam-darnold.php","sam-darnold.php","8",15.5,NA,NA,NA,NA,"QB27","253.3",2025,"2025-09-09T18:09:55Z","fantasypros","Sam Darnold",17236,NA,27,26,29,NA,1.02,NA,"sam-darnold","sea","sam-darnold|QB|sea",27
"Aaron Rodgers","QB","PIT",28,28.2,1.83,25,30,"QB","A. Rodgers","QB","https://www.fantasypros.com/nfl/players/aaron-rodgers.php","aaron-rodgers.php","5",13.7,NA,NA,NA,NA,"QB28","241.4",2025,"2025-09-09T18:09:55Z","fantasypros","Aaron Rodgers",9001,NA,28,25,30,NA,1.83,NA,"aaron-rodgers","pit","aaron-rodgers|QB|pit",28
"Daniel Jones","QB","IND",29,28.4,3.72,23,34,"QB","D. Jones","QB","https://www.fantasypros.com/nfl/players/daniel-jones.php","daniel-jones.php","11",8,NA,NA,NA,NA,"QB29","239.7",2025,"2025-09-09T18:09:55Z","fantasypros","Daniel Jones",18232,NA,29,23,34,NA,3.72,NA,"daniel-jones","ind","daniel-jones|QB|ind",29
"Joe Flacco","QB","CLE",30,30.4,1.02,29,32,"QB","J. Flacco","QB","https://www.fantasypros.com/nfl/players/joe-flacco.php","joe-flacco.php","9",5.9,NA,NA,NA,NA,"QB30","181.9",2025,"2025-09-09T18:09:55Z","fantasypros","Joe Flacco",9300,NA,30,29,32,NA,1.02,NA,"joe-flacco","cle","joe-flacco|QB|cle",30
"Anthony Richardson Sr.","QB","IND",31,30.8,3.43,24,33,"QB","A. Richardson Sr.","QB","https://www.fantasypros.com/nfl/players/anthony-richardson.php","anthony-richardson.php","11",6.8,NA,NA,NA,NA,"QB31","176.8",2025,"2025-09-09T18:09:55Z","fantasypros","Anthony Richardson Sr.",24347,NA,31,24,33,NA,3.43,NA,"anthony-richardson","ind","anthony-richardson|QB|ind",31
"Jaxson Dart","QB","NYG",32,31.2,1.72,28,33,"QB","J. Dart","QB","https://www.fantasypros.com/nfl/players/jaxson-dart.php","jaxson-dart.php","14",8.1,NA,NA,NA,NA,"QB32","129.2",2025,"2025-09-09T18:09:55Z","fantasypros","Jaxson Dart",23160,NA,32,28,33,NA,1.72,NA,"jaxson-dart","nyg","jaxson-dart|QB|nyg",32
"Russell Wilson","QB","NYG",33,31.4,1.96,29,35,"QB","R. Wilson","QB","https://www.fantasypros.com/nfl/players/russell-wilson.php","russell-wilson.php","14",7.6,NA,NA,NA,NA,"QB33","68.0",2025,"2025-09-09T18:09:55Z","fantasypros","Russell Wilson",11180,NA,33,29,35,NA,1.96,NA,"russell-wilson","nyg","russell-wilson|QB|nyg",33
"Spencer Rattler","QB","NO",34,37.8,6.24,33,50,"QB","S. Rattler","QB","https://www.fantasypros.com/nfl/players/spencer-rattler.php","spencer-rattler.php","11",2.9,NA,NA,NA,NA,"QB34","57.8",2025,"2025-09-09T18:09:55Z","fantasypros","Spencer Rattler",23081,NA,34,33,50,NA,6.24,NA,"spencer-rattler","no","spencer-rattler|QB|no",34
"Tyler Shough","QB","NO",35,39,7.59,34,54,"QB","T. Shough","QB","https://www.fantasypros.com/nfl/players/tyler-shough.php","tyler-shough.php","11",2,NA,NA,NA,NA,"QB35","57.8",2025,"2025-09-09T18:09:55Z","fantasypros","Tyler Shough",23096,NA,35,34,54,NA,7.59,NA,"tyler-shough","no","tyler-shough|QB|no",35
"Shedeur Sanders","QB","CLE",36,39.6,5.99,35,51,"QB","S. Sanders","QB","https://www.fantasypros.com/nfl/players/shedeur-sanders.php","shedeur-sanders.php","9",4.9,NA,NA,NA,NA,"QB36","54.4",2025,"2025-09-09T18:09:55Z","fantasypros","Shedeur Sanders",25968,NA,36,35,51,NA,5.99,NA,"shedeur-sanders","cle","shedeur-sanders|QB|cle",36
"Jalen Milroe","QB","SEA",37,36,2.55,33,40,"QB","J. Milroe","QB","https://www.fantasypros.com/nfl/players/jalen-milroe.php","jalen-milroe.php","8",1.9,NA,NA,NA,NA,"QB37","52.7",2025,"2025-09-09T18:09:55Z","fantasypros","Jalen Milroe",22884,NA,37,33,40,NA,2.55,NA,"jalen-milroe","sea","jalen-milroe|QB|sea",37
"Jameis Winston","QB","NYG",38,45.2,11.86,34,68,"QB","J. Winston","QB","https://www.fantasypros.com/nfl/players/jameis-winston.php","jameis-winston.php","14",0.8,NA,NA,NA,NA,"QB38","25.5",2025,"2025-09-09T18:09:55Z","fantasypros","Jameis Winston",13891,NA,38,34,68,NA,11.86,NA,"jameis-winston","nyg","jameis-winston|QB|nyg",38
"Joe Milton III","QB","DAL",39,42.25,3.27,37,46,"QB","J. Milton III","QB","https://www.fantasypros.com/nfl/players/joe-milton.php","joe-milton.php","10",0.9,NA,NA,NA,NA,"QB39","17.0",2025,"2025-09-09T18:09:55Z","fantasypros","Joe Milton III",25967,NA,39,37,46,NA,3.27,NA,"joe-milton","dal","joe-milton|QB|dal",39
"Kirk Cousins","QB","ATL",40,44,11.02,36,63,"QB","K. Cousins","QB","https://www.fantasypros.com/nfl/players/kirk-cousins.php","kirk-cousins.php","5",1.4,NA,NA,NA,NA,"QB40","17.0",2025,"2025-09-09T18:09:55Z","fantasypros","Kirk Cousins",11177,NA,40,36,63,NA,11.02,NA,"kirk-cousins","atl","kirk-cousins|QB|atl",40
"Kenny Pickett","QB","LV",41,45.25,4.71,41,53,"QB","K. Pickett","QB","https://www.fantasypros.com/nfl/players/kenny-pickett.php","kenny-pickett.php","8",1.2,NA,NA,NA,NA,"QB41","13.6",2025,"2025-09-09T18:09:55Z","fantasypros","Kenny Pickett",22722,NA,41,41,53,NA,4.71,NA,"kenny-pickett","lv","kenny-pickett|QB|lv",41
"Malik Willis","QB","GB",42,46.5,9.6,38,62,"QB","M. Willis","QB","https://www.fantasypros.com/nfl/players/malik-willis.php","malik-willis.php","5",0.7,6,NA,NA,NA,"QB42","11.9",2025,"2025-09-09T18:09:55Z","fantasypros","Malik Willis",23499,NA,42,38,62,NA,9.6,NA,"malik-willis","gb","malik-willis|QB|gb",42
"Jimmy Garoppolo","QB","LAR",43,48.75,9.98,36,64,"QB","J. Garoppolo","QB","https://www.fantasypros.com/nfl/players/jimmy-garoppolo.php","jimmy-garoppolo.php","8",0.9,NA,NA,NA,NA,"QB43","11.9",2025,"2025-09-09T18:09:55Z","fantasypros","Jimmy Garoppolo",12208,NA,43,36,64,NA,9.98,NA,"jimmy-garoppolo","lar","jimmy-garoppolo|QB|lar",43
"Dillon Gabriel","QB","CLE",44,48.5,7.92,38,60,"QB","D. Gabriel","QB","https://www.fantasypros.com/nfl/players/dillon-gabriel.php","dillon-gabriel.php","9",0.9,NA,NA,NA,NA,"QB44","11.9",2025,"2025-09-09T18:09:55Z","fantasypros","Dillon Gabriel",23150,NA,44,38,60,NA,7.92,NA,"dillon-gabriel","cle","dillon-gabriel|QB|cle",44
"Mac Jones","QB","SF",45,46,3.74,42,51,"QB","M. Jones","QB","https://www.fantasypros.com/nfl/players/mac-jones.php","mac-jones.php","14",0.6,NA,NA,NA,NA,"QB45","10.2",2025,"2025-09-09T18:09:55Z","fantasypros","Mac Jones",20156,NA,45,42,51,NA,3.74,NA,"mac-jones","sf","mac-jones|QB|sf",45
"Tyrod Taylor","QB","NYJ",46,51.25,9.44,42,65,"QB","T. Taylor","QB","https://www.fantasypros.com/nfl/players/tyrod-taylor.php","tyrod-taylor.php","9",0.6,NA,NA,NA,NA,"QB46","10.2",2025,"2025-09-09T18:09:55Z","fantasypros","Tyrod Taylor",10007,NA,46,42,65,NA,9.44,NA,"tyrod-taylor","nyj","tyrod-taylor|QB|nyj",46
"Kyle Allen","QB","DET",47,47,9.42,36,59,"QB","K. Allen","QB","https://www.fantasypros.com/nfl/players/kyle-allen.php","kyle-allen.php","8",0.6,8,NA,NA,NA,"QB47","10.2",2025,"2025-09-09T18:09:55Z","fantasypros","Kyle Allen",17869,NA,47,36,59,NA,9.42,NA,"kyle-allen","det","kyle-allen|QB|det",47
"Marcus Mariota","QB","WAS",48,47,8.52,40,59,"QB","M. Mariota","QB","https://www.fantasypros.com/nfl/players/marcus-mariota.php","marcus-mariota.php","12",0.6,NA,NA,NA,NA,"QB48","10.2",2025,"2025-09-09T18:09:55Z","fantasypros","Marcus Mariota",13890,NA,48,40,59,NA,8.52,NA,"marcus-mariota","was","marcus-mariota|QB|was",48
"Jake Browning","QB","CIN",49,47,5.89,41,55,"QB","J. Browning","QB","https://www.fantasypros.com/nfl/players/jake-browning.php","jake-browning.php","10",0.6,NA,NA,NA,NA,"QB49","10.2",2025,"2025-09-09T18:09:55Z","fantasypros","Jake Browning",18557,NA,49,41,55,NA,5.89,NA,"jake-browning","cin","jake-browning|QB|cin",49
"Gardner Minshew II","QB","KC",50,48,3.27,44,52,"QB","G. Minshew II","QB","https://www.fantasypros.com/nfl/players/gardner-minshew.php","gardner-minshew.php","10",0.6,NA,NA,NA,NA,"QB50","10.2",2025,"2025-09-09T18:09:55Z","fantasypros","Gardner Minshew II",18562,NA,50,44,52,NA,3.27,NA,"gardner-minshew","kc","gardner-minshew|QB|kc",50
"Andy Dalton","QB","CAR",51,48.33,7.85,38,57,"QB","A. Dalton","QB","https://www.fantasypros.com/nfl/players/andy-dalton.php","andy-dalton.php","14",0.7,NA,NA,NA,NA,"QB51","8.5",2025,"2025-09-09T18:09:55Z","fantasypros","Andy Dalton",9907,NA,51,38,57,NA,7.85,NA,"andy-dalton","car","andy-dalton|QB|car",51
"Trey Lance","QB","LAC",52,48.33,4.03,45,54,"QB","T. Lance","QB","https://www.fantasypros.com/nfl/players/trey-lance.php","trey-lance.php","12",0.6,7,NA,NA,NA,"QB52","8.5",2025,"2025-09-09T18:09:55Z","fantasypros","Trey Lance",20082,NA,52,45,54,NA,4.03,NA,"trey-lance","lac","trey-lance|QB|lac",52
"Zach Wilson","QB","MIA",53,49.67,6.02,44,58,"QB","Z. Wilson","QB","https://www.fantasypros.com/nfl/players/zach-wilson.php","zach-wilson.php","12",0.6,NA,NA,NA,NA,"QB53","6.8",2025,"2025-09-09T18:09:55Z","fantasypros","Zach Wilson",22679,NA,53,44,58,NA,6.02,NA,"zach-wilson","mia","zach-wilson|QB|mia",53
"Mason Rudolph","QB","PIT",54,54.5,7.4,48,66,"QB","M. Rudolph","QB","https://www.fantasypros.com/nfl/players/mason-rudolph.php","mason-rudolph.php","5",0.6,-8,NA,NA,NA,"QB54","6.8",2025,"2025-09-09T18:09:55Z","fantasypros","Mason Rudolph",17234,NA,54,48,66,NA,7.4,NA,"mason-rudolph","pit","mason-rudolph|QB|pit",54
"Nick Mullens","QB","JAC",55,46,9,37,55,"QB","N. Mullens","QB","https://www.fantasypros.com/nfl/players/nick-mullens.php","nick-mullens.php","8",1,8,NA,NA,NA,"QB55","6.8",2025,"2025-09-09T18:09:55Z","fantasypros","Nick Mullens",16726,NA,55,37,55,NA,9,NA,"nick-mullens","jac","nick-mullens|QB|jac",55
"Cooper Rush","QB","BAL",56,51,1.41,49,52,"QB","C. Rush","QB","https://www.fantasypros.com/nfl/players/cooper-rush.php","cooper-rush.php","7",0.7,NA,NA,NA,NA,"QB56","6.8",2025,"2025-09-09T18:09:55Z","fantasypros","Cooper Rush",16477,NA,56,49,52,NA,1.41,NA,"cooper-rush","bal","cooper-rush|QB|bal",56
"Teddy Bridgewater","QB","TB",57,39,0,39,39,"QB","T. Bridgewater","QB","https://www.fantasypros.com/nfl/players/teddy-bridgewater.php","teddy-bridgewater.php","9",0.8,7,NA,NA,NA,"QB57","6.8",2025,"2025-09-09T18:09:55Z","fantasypros","Teddy Bridgewater",12088,NA,57,39,39,NA,0,NA,"teddy-bridgewater","tb","teddy-bridgewater|QB|tb",57
"Tanner McKee","QB","PHI",58,40,0,40,40,"QB","T. McKee","QB","https://www.fantasypros.com/nfl/players/tanner-mckee.php","tanner-mckee.php","9",0.9,10,NA,NA,NA,"QB58","6.8",2025,"2025-09-09T18:09:55Z","fantasypros","Tanner McKee",24740,NA,58,40,40,NA,0,NA,"tanner-mckee","phi","tanner-mckee|QB|phi",58
"Davis Mills","QB","HOU",59,50.5,9.5,41,60,"QB","D. Mills","QB","https://www.fantasypros.com/nfl/players/davis-mills.php","davis-mills.php","6",0.6,NA,NA,NA,NA,"QB59","6.8",2025,"2025-09-09T18:09:55Z","fantasypros","Davis Mills",22799,NA,59,41,60,NA,9.5,NA,"davis-mills","hou","davis-mills|QB|hou",59
"Joshua Dobbs","QB","NE",60,51,2,49,53,"QB","J. Dobbs","QB","https://www.fantasypros.com/nfl/players/joshua-dobbs.php","joshua-dobbs.php","14",1,NA,NA,NA,NA,"QB60","6.8",2025,"2025-09-09T18:09:55Z","fantasypros","Joshua Dobbs",16417,NA,60,49,53,NA,2,NA,"joshua-dobbs","ne","joshua-dobbs|QB|ne",60
"Sam Howell","QB","PHI",61,51,2,49,53,"QB","S. Howell","QB","https://www.fantasypros.com/nfl/players/sam-howell.php","sam-howell.php","9",0.7,-12,NA,NA,NA,"QB61","6.8",2025,"2025-09-09T18:09:55Z","fantasypros","Sam Howell",23045,NA,61,49,53,NA,2,NA,"sam-howell","phi","sam-howell|QB|phi",61
"Kyle Trask","QB","FA",62,43,0,43,43,"QB","K. Trask","QB","https://www.fantasypros.com/nfl/players/kyle-trask.php","kyle-trask.php",NA,1.1,NA,NA,NA,NA,"QB62","6.8",2025,"2025-09-09T18:09:55Z","fantasypros","Kyle Trask",19800,NA,62,43,43,NA,0,NA,"kyle-trask","fa","kyle-trask|QB|fa",62
"Quinn Ewers","QB","MIA",63,44,0,44,44,"QB","Q. Ewers","QB","https://www.fantasypros.com/nfl/players/quinn-ewers.php","quinn-ewers.php","12",0.6,NA,NA,NA,NA,"QB63","6.8",2025,"2025-09-09T18:09:55Z","fantasypros","Quinn Ewers",23680,NA,63,44,44,NA,0,NA,"quinn-ewers","mia","quinn-ewers|QB|mia",63
"Tyson Bagent","QB","CHI",64,55.67,1.25,54,57,"QB","T. Bagent","QB","https://www.fantasypros.com/nfl/players/tyson-bagent.php","tyson-bagent.php","5",0.6,NA,NA,NA,NA,"QB64","6.8",2025,"2025-09-09T18:09:55Z","fantasypros","Tyson Bagent",25321,NA,64,54,57,NA,1.25,NA,"tyson-bagent","chi","tyson-bagent|QB|chi",64
"Jacoby Brissett","QB","ARI",65,47,0,47,47,"QB","J. Brissett","QB","https://www.fantasypros.com/nfl/players/jacoby-brissett.php","jacoby-brissett.php","8",1,NA,NA,NA,NA,"QB65","6.8",2025,"2025-09-09T18:09:55Z","fantasypros","Jacoby Brissett",15642,NA,65,47,47,NA,0,NA,"jacoby-brissett","ari","jacoby-brissett|QB|ari",65
"Carson Wentz","QB","MIN",66,59,8,51,67,"QB","C. Wentz","QB","https://www.fantasypros.com/nfl/players/carson-wentz.php","carson-wentz.php","6",0.7,-8,NA,NA,NA,"QB66","5.1",2025,"2025-09-09T18:09:55Z","fantasypros","Carson Wentz",15520,NA,66,51,67,NA,8,NA,"carson-wentz","min","carson-wentz|QB|min",66
"Jarrett Stidham","QB","DEN",67,56,0,56,56,"QB","J. Stidham","QB","https://www.fantasypros.com/nfl/players/jarrett-stidham.php","jarrett-stidham.php","12",0.7,NA,NA,NA,NA,"QB67","5.1",2025,"2025-09-09T18:09:55Z","fantasypros","Jarrett Stidham",18604,NA,67,56,56,NA,0,NA,"jarrett-stidham","den","jarrett-stidham|QB|den",67
"Mitchell Trubisky","QB","BUF",68,59.5,1.5,58,61,"QB","M. Trubisky","QB","https://www.fantasypros.com/nfl/players/mitch-trubisky.php","mitch-trubisky.php","7",0.6,NA,NA,NA,NA,"QB68","5.1",2025,"2025-09-09T18:09:55Z","fantasypros","Mitchell Trubisky",16381,NA,68,58,61,NA,1.5,NA,"mitchell-trubisky","buf","mitchell-trubisky|QB|buf",68
"Taylor Heinicke","QB","FA",69,69,0,69,69,"QB","T. Heinicke","QB","https://www.fantasypros.com/nfl/players/taylor-heinicke.php","taylor-heinicke.php",NA,1,NA,NA,NA,NA,"QB69","5.1",2025,"2025-09-09T18:09:55Z","fantasypros","Taylor Heinicke",13932,NA,69,69,69,NA,0,NA,"taylor-heinicke","fa","taylor-heinicke|QB|fa",69
"Drew Lock","QB","SEA",70,70,0,70,70,"QB","D. Lock","QB","https://www.fantasypros.com/nfl/players/drew-lock.php","drew-lock.php","8",1.9,NA,NA,NA,NA,"QB70","3.4",2025,"2025-09-09T18:09:55Z","fantasypros","Drew Lock",18225,NA,70,70,70,NA,0,NA,"drew-lock","sea","drew-lock|QB|sea",70
"Hendon Hooker","QB","CAR",71,71,0,71,71,"QB","H. Hooker","QB","https://www.fantasypros.com/nfl/players/hendon-hooker.php","hendon-hooker.php","14",0.6,NA,NA,NA,NA,"QB71","0.0",2025,"2025-09-09T18:09:55Z","fantasypros","Hendon Hooker",24332,NA,71,71,71,NA,0,NA,"hendon-hooker","car","hendon-hooker|QB|car",71
"Aidan O'Connell","QB","LV",72,72,0,72,72,"QB","A. O'Connell","QB","https://www.fantasypros.com/nfl/players/aidan-oconnell.php","aidan-oconnell.php","8",1.9,-7,NA,NA,NA,"QB72","0.0",2025,"2025-09-09T18:09:55Z","fantasypros","Aidan O'Connell",24330,NA,72,72,72,NA,0,NA,"aidan-o-connell","lv","aidan-o-connell|QB|lv",72
"Will Howard","QB","PIT",73,73,0,73,73,"QB","W. Howard","QB","https://www.fantasypros.com/nfl/players/will-howard.php","will-howard.php","5",0.6,-8,NA,NA,NA,"QB73","0.0",2025,"2025-09-09T18:09:55Z","fantasypros","Will Howard",25972,NA,73,73,73,NA,0,NA,"will-howard","pit","will-howard|QB|pit",73
"Deshaun Watson","QB","CLE",74,74,0,74,74,"QB","D. Watson","QB","https://www.fantasypros.com/nfl/players/deshaun-watson.php","deshaun-watson.php","9",0.7,NA,NA,NA,NA,"QB74","0.0",2025,"2025-09-09T18:09:55Z","fantasypros","Deshaun Watson",16398,NA,74,74,74,NA,0,NA,"deshaun-watson","cle","deshaun-watson|QB|cle",74
"Bijan Robinson","RB","ATL",1,1.2,0.4,1,2,"RB","B. Robinson","RB","https://www.fantasypros.com/nfl/players/bijan-robinson.php","bijan-robinson.php","5",99.8,NA,NA,NA,NA,"RB1","277.1",2025,"2025-09-09T18:09:55Z","fantasypros","Bijan Robinson",23133,NA,1,1,2,NA,0.4,NA,"bijan-robinson","atl","bijan-robinson|RB|atl",1
"Jahmyr Gibbs","RB","DET",2,2.8,0.4,2,3,"RB","J. Gibbs","RB","https://www.fantasypros.com/nfl/players/jahmyr-gibbs.php","jahmyr-gibbs.php","8",99.8,NA,"The Lions offense disappointed in Week 1 versus the Packers but they should bounce back in Week 2 at home. Gibbs played 66% of the snaps in his debut - which was the second-highest snap rate he has played since 2024 alongside a healthy David Montgomery. This offense is going to pepper Gibbs with targets (10 catches in Week 1) so buy low on the consensus top-5 fantasy RB during draft season.","buy",NA,"RB2","265.2",2025,"2025-09-09T18:09:55Z","fantasypros","Jahmyr Gibbs",22968,NA,2,2,3,NA,0.4,NA,"jahmyr-gibbs","det","jahmyr-gibbs|RB|det",2
